Address,Common Name,Latitude,Longitude,Total,Substances,Noise
2300 SHERIDAN RD,Tennis Courts,42.0593957,-87.6771141,13,0,0
1400 ELMWOOD AVE,,42.0426784,-87.6835675,1,0,0
 618 EMERSON ST ,,42.0519474,-87.6784761,1,0,0
1103 EMERSON ST,,42.0523785,-87.6863084,2,0,0
1104 FOSTER ST,,42.0537505,-87.6862486,1,1,0
CLARK ST AND SHERIDAN RD,,42.0486042,-87.67447709999999,1,0,0
1010 NOYES ST,,42.0583079,-87.684968,3,0,0
2238 SHERMAN AVE,,42.05872309999999,-87.6820923,1,0,1
 1877 CAMPUS DR ,,42.0517058,-87.673272,1,0,0
400 ISABELLA ST,,42.0688085,-87.6923715,1,0,0
1860 CAMPUS DR,Crowe Hall,42.0517022,-87.6735868,16,0,0
816 SIMPSON ST,,42.0555639,-87.682636,4,1,0
2225 RIDGE AVE,,42.058292,-87.6854809,2,0,0
 2001 SHERIDAN RD ,,42.0538563,-87.67653870000001,1,0,0
829 SIMPSON ST,,42.05609200000001,-87.68318500000001,1,0,0
2026 MAPLE AVE,,42.0549427,-87.6849886,2,0,0
1927 ORRINGTON AVE,Foster/Walker,42.0529359,-87.6793296,229,55,9
1450 SHERMAN AVE,,42.044446,-87.682148,1,0,0
2110 MAPLE AVE,,42.0562353,-87.6850182,1,0,0
630 LINCOLN ST,Interview Center,42.0614243,-87.67846569999999,6,0,0
2100 WESLEY AVE,,42.05578819999999,-87.6908529,1,0,0
1115 GARNETT PL,,42.05336200000001,-87.68677699999999,2,0,1
1551 SHERMAN AVE,,42.0456001,-87.6816522,1,0,0
400 CHURCH ST,,42.0468335,-87.67551240000002,1,0,0
827 SIMPSON ST,,42.0559734,-87.6830396,1,0,0
716 FOSTER ST,,42.0536541,-87.6806253,1,0,0
1900 BROWN AVE,,42.0520693,-87.70046719999999,1,0,0
901 NOYES ST,,42.058455,-87.6842599,3,0,0
SHERMAN AVE AND HAMLIN ST,,42.055046,-87.6816961,2,2,0
1600 SHERIDAN RD,,42.0445935,-87.6733682,2,0,0
700 UNIVERSITY PL,South Quad,42.05099939999999,-87.6802543,21,6,0
1913 ASBURY AVE,,42.0528059,-87.6897539,1,0,0
 CHICAGO AVE / WASHINGTON ST ,,42.03280530000001,-87.6923013,1,0,0
CLINTON PL AND SHERIDAN RD,,42.0652317,-87.6775929,1,0,0
1800 CAMPUS DR,,42.05160679999999,-87.67473799999999,10,1,0
825 FOSTER ST,,42.0541478,-87.6830152,1,0,0
718 CLARK ST,,42.0499787,-87.68106689999999,2,0,0
 1949 CAMPUS DR ,,42.0520918,-87.67312299999999,3,0,1
 DEMPSTER ST,,42.0412694,-87.6907083,1,1,0
GREENWOOD ST AND FOWLER AVE,,42.0426085,-87.7068855,1,0,0
2247 CAMPUS DR,Field Hockey Field,42.0562473,-87.67350030000001,9,2,0
820 HAMLIN ST,,42.0548234,-87.6828695,2,0,1
1713 RIDGE AVE,,42.0490377,-87.68835690000002,1,0,1
643 LIBRARY PL,,42.055224,-87.67917299999999,1,1,0
2000 PRATT CT,,42.0539605,-87.68589070000002,1,0,0
2260 SHERMAN AVE,,42.05913,-87.68217899999999,1,0,0
1400 ISABELLA ST,,42.0690517,-87.7127795,1,0,0
710 EMERSON ST,Alpha Delta Pi,42.0518763,-87.680475,11,3,1
900 CHURCH ST,,42.0482929,-87.6839301,1,0,0
RIDGE AVE AND CHURCH ST,,42.04851000000001,-87.6887856,1,0,0
1931 SHERMAN AVE,,42.05318399999999,-87.68117699999999,1,0,0
910 UNIVERSITY PL,FM Operations Shop,42.0512907,-87.6839498,3,0,0
GAFFIELD PL AND SHERMAN AVE,,42.056931,-87.6816333,1,0,0
2745 ASHLAND AVE,,42.0676278,-87.69379029999999,1,0,0
 UNIVERSITY PL ,,42.0512563,-87.6818407,1,0,0
1560 SHERMAN AVE,,42.04602070000001,-87.68262829999999,1,0,0
FOSTER ST AND MAPLE AVE,,42.0539321,-87.68469619999999,2,0,0
GREEN BAY RD AND MCCORMICK BLVD,,42.0597956,-87.6949298,1,0,0
 1999 CAMPUS DR ,,42.0533926,-87.67266719999999,2,0,0
 E SUPERIOR ST / E HURON ST ,,41.8950002,-87.6252841,1,0,0
832 SIMPSON ST,,42.0555615,-87.6833714,1,0,1
1717 RIDGE AVE,,42.0490143,-87.68838629999999,2,0,2
1120 FOSTER ST,,42.053706,-87.686944,2,0,0
2800 SHERIDAN RD,,42.0687167,-87.682885,1,0,0
20 ARTS CIRCLE DR,Louis Theater,42.0527607,-87.6718058,4,0,0
SHERIDAN RD AND CLARK ST,,42.0486042,-87.67447709999999,1,0,0
620 LINCOLN ST,Career Placement,42.0614441,-87.67817749999999,3,0,0
525 CHURCH ST,,42.0474869,-87.6776156,3,0,0
1823 CAMPUS DR,Sailing Center,42.0509228,-87.67148879999999,18,0,0
1709 RIDGE AVE,,42.048739,-87.6886281,1,0,1
2324 CAMPUS DR,Ayers,42.0603915,-87.67509849999999,51,31,1
812 CLARK ST,,42.049785,-87.68251289999999,3,0,0
2006 MAPLE AVE,,42.0542475,-87.6849816,3,0,0
 700 BLOCK OF UNIVERSITY PL ,,42.05099939999999,-87.6802543,2,0,0
2400 SHERIDAN RD,Elder Hall,42.06120600000001,-87.677629,166,80,3
907 GAFFIELD PL,,42.0571368,-87.6837439,11,0,6
633 CLARK ST,Rebecca Crown,42.0506258,-87.679727,50,2,0
2215 MAPLE AVE,,42.0582039,-87.6841542,1,0,0
912 NOYES ST,,42.0582468,-87.6837114,2,0,0
1500 SHERMAN AVE,,42.0448734,-87.6823659,2,0,0
 RIDGE AVE,,42.0441881,-87.6885199,10,2,0
EMERSON ST AND ORRINGTON AVE,,42.0520872,-87.6797536,3,0,0
1729 SHERMAN AVE,,42.0494898,-87.68158040000002,1,0,0
 MAPLE AVE,,42.0526038,-87.6847183,6,2,0
2000 MAPLE AVE,,42.0540637,-87.6849532,2,0,0
1715 MAPLE AVE,,42.0490201,-87.68438189999999,2,0,0
2147 RIDGE AVE,,42.057157,-87.685755,2,0,0
2200 TECH DR,,42.0570876,-87.6757308,1,0,0
822 SIMPSON ST,,42.055576,-87.68290499999999,1,1,0
 2300 RIDGE AVE AVE ,,42.0594271,-87.6854637,2,0,0
625 HAVEN ST,Course Evaluation/Survey Lab,42.05754049999999,-87.6784133,1,0,0
821 DAVIS ST,,42.0473281,-87.683127,2,0,0
601 LINCOLN ST,Long Field,42.0616232,-87.6770942,8,0,0
 2301 CAMPUS DR ,,42.0562473,-87.67350030000001,1,0,0
2214 MAPLE AVE,,42.0582248,-87.68504800000001,1,0,1
222 HURON ST,C-Lot,42.046679,-87.682986,2,0,0
 1820 SHERIDAN RD ,,42.049351,-87.6748818,1,0,0
807 FOSTER ST,,42.0540583,-87.682166,5,2,2
1215 LEONARD PL,,42.05745710000001,-87.6886356,1,1,0
300 LAKE ST,,42.0440018,-87.6749043,1,0,0
GREEN BAY RD AND SIMPSON ST,,42.0557573,-87.6915982,3,0,0
1453 RIDGE AVE,,42.0444402,-87.68824269999999,2,0,0
1847 SHERIDAN RD,,42.050166,-87.6743952,2,0,0
814 CLINTON PL,,42.065042,-87.6820879,1,0,0
 15320 SUNNINGDALE RD ,,0,0,1,0,0
GREEN BAY RD AND NOYES ST,,42.05828030000001,-87.6937785,1,0,0
RIDGE AVE AND FOSTER ST,,42.0539732,-87.68739529999999,2,0,0
LINCOLN ST AND SHERIDAN RD,,42.0616232,-87.6770853,3,2,0
 2400 SHERIDAN RD ,,42.06120600000001,-87.677629,3,2,0
711 ELGIN RD,Music Administration,42.0505822,-87.68051910000001,42,1,3
2245 SHERIDAN RD,Sargent Hall,42.0587265,-87.6754859,121,62,1
1000 GROVE ST,,42.045012,-87.685484,2,0,0
1615 SIMPSON ST,,42.0557036,-87.6949669,1,0,0
734 NOYES ST,,42.0580433,-87.6811128,1,0,0
2321 SHERIDAN RD,Goodrich House,42.06005589999999,-87.6766135,15,5,1
826 NOYES ST,,42.0582054,-87.6831199,1,0,0
SIMPSON ST AND PRATT CT,,42.05580459999999,-87.6858771,1,0,0
 UNKNOWN RESIDENCE HALL EVANSTON ,,42.0597641,-87.6757727,1,0,0
60 ARTS CIRCLE DR,Regenstein,42.0521894,-87.67142659999999,10,2,0
COLFAX ST AND SHERIDAN RD,,42.0604948,-87.67710319999999,1,2,0
1201 DAVIS ST,University Police - DSS,42.047568,-87.68945289999999,132,4,1
1886 MAPLE AVE,,42.0516778,-87.6847315,1,0,0
2029 SHERIDAN RD,Swift Hall,42.055325,-87.67503839999999,26,2,0
1571 SHERMAN AVE,,42.0461478,-87.6813664,1,0,0
1625 ASBURY AVE,,42.0480599,-87.6898236,2,0,0
1900 SHERMAN AVE,,42.05257599999999,-87.682203,5,0,0
 2133 SHERIDAN RD ,,42.0568987,-87.6770544,4,0,0
2200 SHERMAN AVE,,42.0576673,-87.6816252,3,0,1
 2700 ASHAND AVE ,,42.0666951,-87.69381399999999,1,0,0
2650 GREEN BAY RD,,42.0657577,-87.70036379999999,1,0,0
816 CHURCH ST,,42.048238,-87.6828689,1,0,0
 2315 SHERIDAN RD ,,42.0598528,-87.6769894,3,4,0
MAPLE AVE AND EMERSON ST,,42.0521156,-87.68472299999999,1,0,1
1605 RIDGE AVE,,42.0472865,-87.6884279,1,0,0
 2240 CAMPUS DR ,,42.05847440000001,-87.67365079999999,2,0,0
2332 CAMPUS DR,Slivka Hall,42.0604942,-87.67570359999999,45,36,0
531 GROVE ST,,42.0450222,-87.6798165,2,0,0
2251 RIDGE AVE,,42.05929,-87.6853905,1,0,0
1106 GARNETT PL,,42.0529012,-87.6865766,1,0,0
1028 EMERSON ST,,42.0518946,-87.6852662,1,0,0
500 LINCOLN ST,Reservoir Lot,42.0615878,-87.6744399,9,0,0
1855 SHERIDAN RD,East Fairchild,42.0507646,-87.67508029999999,54,18,0
807 NOYES ST,,42.0587199,-87.68227159999999,1,0,1
1100 SIMPSON ST,,42.0558144,-87.6860313,1,0,0
809 DAVIS ST,,42.0473305,-87.6825322,1,0,0
1811 SHERIDAN RD,,42.0490983,-87.6744581,6,0,0
600 COLFAX ST,,42.060495,-87.6771121,1,0,0
825 NOYES ST,,42.0587367,-87.68316589999999,4,1,0
NA,,0,0,193,12,1
2221 RIDGE AVE,,42.0581961,-87.6858283,2,0,0
2705 ASHLAND AVE,McGaw Hall,42.0669302,-87.6924432,45,12,1
375 CHICAGO AVE,,42.0256215,-87.6778381,1,0,0
1300 FOSTER ST,,42.0539962,-87.6903406,1,0,0
2145 MAPLE AVE,,42.057347,-87.68417800000002,1,0,1
650 EMERSON ST,North Mid-Quad,42.0518278,-87.6798982,36,17,1
1881 SHERIDAN RD,Harris Hall,42.0512831,-87.67629079999999,37,2,0
LINCOLN ST AND ORRINGTON AVE,,42.0616497,-87.6796028,2,2,0
ASBURY AVE AND SIMPSON ST,,42.055803,-87.6895322,2,0,0
2500 RIDGE AVE,,42.0634458,-87.68477999999999,1,0,0
2205 TECH DR,Hogan Hall,42.0570876,-87.6757308,30,0,2
 LAKE ST / SHERMAN AVENUE ,,42.04431020000001,-87.6809358,1,0,0
2131 RIDGE AVE,,42.0566004,-87.6858278,3,0,2
 507 LEE ST ,,42.0358363,-87.6786151,1,0,0
10 ARTS CIRCLE DR,Marshall Dance Center,42.0527607,-87.6718058,4,0,0
1856 SHERIDAN RD,,42.0503931,-87.67636569999999,4,0,0
2049 MAPLE AVE,,42.0555442,-87.68466049999999,1,1,0
EMERSON ST AND ASBURY AVE,,42.0522345,-87.69006329999999,3,0,0
1117 GARNETT PL,,42.0533207,-87.68692469999999,1,2,0
1020 FOSTER ST,,42.0537469,-87.68574579999999,2,2,1
2016 MAPLE AVE,,42.0545471,-87.6846801,1,1,0
 EMERSON ST,,42.0520173,-87.7024014,9,0,0
2251 SHERIDAN RD,Kappa Sigma,42.0590495,-87.67641569999999,16,5,8
2034 MAPLE AVE,,42.05521419999999,-87.68495469999999,3,0,0
1025 GARNETT PL,,42.0533081,-87.6859848,1,0,0
2211 CAMPUS DR,,42.0562601,-87.6734929,38,1,0
2100 TECH DR,,42.0570876,-87.6757308,1,0,0
2100 MAPLE AVE,,42.0558142,-87.6846576,3,0,0
636 EMERSON ST,Pi Beta Phi,42.0519217,-87.6791125,10,7,0
724 FOSTER ST,,42.0536559,-87.681112,2,0,0
1202 DAVIS ST,,42.0470877,-87.6893791,1,0,0
1518 CENTRAL ST,,42.0641807,-87.69297449999999,1,0,0
2020 CAMPUS DR,,42.0533728,-87.67341739999999,1,0,0
2049 RIDGE AVE,,42.0555346,-87.686596,1,0,0
1110 GARNETT PL,,42.052881,-87.68669299999999,1,0,1
2700 ASHLAND AVE,West Lot Ryan,42.0666951,-87.69381399999999,9,1,0
CHICAGO AVE AND SHERIDAN RD,,42.0510576,-87.677299,2,0,0
2310 CAMPUS DR,,42.0562473,-87.67350030000001,1,0,0
CLARK ST AND CHICAGO AVE,,42.0494453,-87.6780924,3,1,0
2060 RIDGE AVE,,42.055518,-87.6869881,6,0,1
1400 EMERSON ST,,42.0522089,-87.69193700000001,1,0,0
800 GAFFIELD PL,,42.0569311,-87.681643,1,0,0
701 UNIVERSITY PL,Alpha Phi,42.05143229999999,-87.6801411,11,7,2
SHERMAN AVE AND EMERSON ST,,42.0520765,-87.68174979999999,2,0,0
 1800 BLOCK OF CHICAGO AVE ,,42.0494453,-87.6780924,2,0,0
1200 CHURCH ST,,42.0485102,-87.6887988,1,0,0
1609 RIDGE AVE,,42.0474444,-87.6883816,2,0,0
812 GROVE ST,,42.0455602,-87.682441,1,0,0
1905 SHERMAN AVE,,42.0524221,-87.68146899999999,2,0,0
700 DAVIS ST,,42.0467142,-87.6815343,1,0,0
1108 FOSTER ST,,42.0537,-87.68642899999999,6,0,1
819 GAFFIELD PL,,42.0569893,-87.6827152,3,0,1
 2000 BLOCK OF SHERMAN AVE ,,42.0540546,-87.6820216,1,0,0
SHERIDAN RD AND HINMAN AVE,,42.0505773,-87.6756095,4,0,0
1870 CHICAGO AVE,,42.0508585,-87.6773956,1,0,0
RIDGE AVE AND GARNETT PL,,42.0531385,-87.6876074,1,0,0
2131 ORRINGTON AVE,,42.0567182,-87.6795353,2,0,0
1109 EMERSON ST,,42.0524735,-87.6867044,3,0,0
 800 ELGIN ,,42.050798,-87.68292799999999,1,0,0
1709 BENSON AVE,,42.0488308,-87.6831066,1,0,0
2022 SHERMAN AVE,,42.054742,-87.68218999999999,3,0,0
1979 CAMPUS DR,,42.0534135,-87.6734153,1,0,0
1700 ORRINGTON AVE,,42.0486802,-87.6808015,1,0,0
 617 FOSTER ST ,,42.05384979999999,-87.6779656,1,0,0
2041 PRATT CT,,42.055416,-87.685543,1,0,0
 1861 SHERIDAN RD ,,42.0510276,-87.6755712,1,0,0
 2245 SHERIDAN RD ,,42.0587265,-87.6754859,1,0,0
1311 LEONARD PL,,42.0573935,-87.69011499999999,1,0,0
1015 GARNETT PL,,42.05330439999999,-87.6855171,2,0,0
FOREST AVE AND DAVIS ST,,42.0448449,-87.6745725,1,0,0
830 HAMLIN ST,,42.0548724,-87.6832676,1,0,0
616 NOYES ST,Integrated Science Program,42.0581588,-87.6781657,2,0,0
415 CHURCH ST,Traffic Institute/Coach House,42.0469559,-87.6759768,1,0,0
2023 PRATT CT,,42.05478799999999,-87.6855549,1,1,0
1621 CHICAGO AVE,,42.0469455,-87.6789864,1,0,0
MAPLE AVE AND DAVIS ST,,42.0470486,-87.68496689999999,1,0,0
1907 SHERMAN AVE,,42.0524624,-87.68161719999999,2,0,0
722 SIMPSON ST,,42.055373,-87.68090389999999,1,0,0
CAMPUS DR AND SHERIDAN RD,,42.050169,-87.6743965,1,0,0
2137 MAPLE AVE,,42.05710699999999,-87.684293,2,0,1
615 GARRETT PL,,42.0564529,-87.6778935,5,0,1
2114 MAPLE AVE,,42.056344,-87.68508299999999,5,0,1
2014 MAPLE AVE,,42.0545307,-87.6849294,1,0,0
1828 CHICAGO AVE,,42.0505569,-87.67754269999999,1,0,0
600 LIBRARY PL,,42.0550065,-87.6778702,1,0,0
1820 SHERIDAN RD,Arts Residential College,42.049351,-87.6748818,46,28,1
584 LINCOLN ST,NU Residence II,42.0614708,-87.67611649999999,9,5,0
1119 GARNETT PL,,42.0533404,-87.6870855,1,0,0
2146 MAPLE AVE,,42.05742499999999,-87.68504600000001,6,0,4
1815 HINMAN AVE,,42.0495027,-87.67613399999999,1,0,0
1642 ORRINGTON AVE,,42.0480849,-87.6811688,1,0,0
1457 ELMWOOD AVE,,42.0444732,-87.6835225,1,1,0
1916 MAPLE AVE,,42.052737,-87.68496999999999,1,0,1
2225 CAMPUS DR,,42.0562473,-87.67350030000001,2,0,0
825 SIMPSON ST,,42.055958,-87.68287169999999,1,0,1
RIDGE AVE AND DAVIS ST,,42.0470795,-87.68870690000001,1,0,0
1500 MAPLE AVE,,42.0448051,-87.6854764,1,2,0
2137 TECH DR,Catalysis ,42.0570876,-87.6757308,4,0,2
1200 EMERSON ST,,42.0521521,-87.6881208,1,0,0
2120 CAMPUS DR,Annenberg,42.0560662,-87.6745112,38,2,1
714 FOSTER ST,,42.0536381,-87.6806094,5,0,0
2119 RIDGE AVE,,42.056233,-87.686363,1,0,1
GARNETT PL AND MAPLE AVE,,42.053092,-87.6847135,1,0,0
1870 SHERIDAN RD,Millar Chapel,42.0502,-87.67696699999999,49,2,1
